Date,Time,All,N,S,,,,,,,,
,10:00,7514,3992,3522,,,,,,,,
,11:00,7545,3852,3693,,,,,,,,
,12:00,7645,3821,3824,,,,,,,,
,13:00,8015,3955,4060,,,,,,,,
,14:00,7036,3006,4030,,,,,,,,
,15:00,6804,2445,4359,,,,,,,,
,16:00,10019,4111,5908,,,,,,,,
,17:00,11211,5964,5247,,,,,,,,
,18:00,9380,5076,4304,,,,,,,,
,19:00,6378,3419,2959,,,,,,,,
,20:00,4150,1955,2195,,,,,,,,
,21:00,2878,1366,1512,,,,,,,,
,22:00,2220,961,1259,,,,,,,,
,23:00,1464,630,834,,,,,,,,
,Total,135024,67277,67747,,,,,,,,
Tuesday 10 January 2017,00:00,1068,316,752,,,,,,,,
,01:00,442,187,255,,,,,,,,
,02:00,388,208,180,,,,,,,,
,03:00,560,374,186,,,,,,,,
,04:00,1252,878,374,,,,,,,,
,05:00,2302,1382,920,,,,,,,,
,06:00,6165,2947,3218,,,,,,,,
,07:00,10914,5526,5388,,,,,,,,
,08:00,10356,5761,4595,,,,,,,,
,09:00,9277,4876,4401,,,,,,,,
,10:00,7693,4045,3648,,,,,,,,
,11:00,7405,3778,3627,,,,,,,,
,12:00,7616,3798,3818,,,,,,,,
,13:00,7972,3942,4030,,,,,,,,
,14:00,8122,4082,4040,,,,,,,,
,15:00,9392,4748,4644,,,,,,,,
,16:00,11463,5388,6075,,,,,,,,
,17:00,10358,4983,5375,,,,,,,,
,18:00,9497,5305,4192,,,,,,,,
,19:00,6338,3357,2981,,,,,,,,
,20:00,4238,1934,2304,,,,,,,,
,21:00,3261,1532,1729,,,,,,,,
,22:00,2539,1055,1484,,,,,,,,
,23:00,1695,712,983,,,,,,,,
,Total,140313,71114,69199,,,,,,,,
Wednesday 11 January 2017,00:00,1103,356,747,,,,,,,,
,01:00,435,172,263,,,,,,,,
,02:00,399,190,209,,,,,,,,
,03:00,562,364,198,,,,,,,,
,04:00,1155,775,380,,,,,,,,
,05:00,2261,1374,887,,,,,,,,
,06:00,6077,2883,3194,,,,,,,,
,07:00,11075,5758,5317,,,,,,,,
,08:00,10309,5874,4435,,,,,,,,
,09:00,9212,4649,4563,,,,,,,,
,10:00,7411,3885,3526,,,,,,,,
,11:00,7378,3683,3695,,,,,,,,
,12:00,7857,3988,3869,,,,,,,,
,13:00,8170,4103,4067,,,,,,,,
,14:00,8414,4191,4223,,,,,,,,
,15:00,9501,4752,4749,,,,,,,,
,16:00,11882,5791,6091,,,,,,,,
,17:00,11786,5858,5928,,,,,,,,
,18:00,8954,4529,4425,,,,,,,,
,19:00,6302,3136,3166,,,,,,,,
,20:00,4490,2100,2390,,,,,,,,
,21:00,3511,1639,1872,,,,,,,,
,22:00,2653,1122,1531,,,,,,,,
,23:00,1505,703,802,,,,,,,,
,Total,142402,71875,70527,,,,,,,,
Thursday 12 January 2017,00:00,1084,371,713,,,,,,,,
,01:00,500,211,289,,,,,,,,
,02:00,389,198,191,,,,,,,,
,03:00,596,371,225,,,,,,,,
,04:00,1204,847,357,,,,,,,,
,05:00,2171,1296,875,,,,,,,,
,06:00,5914,2886,3028,,,,,,,,
,07:00,10265,5104,5161,,,,,,,,
,08:00,9594,5185,4409,,,,,,,,
,09:00,9236,4847,4389,,,,,,,,
,10:00,7802,4295,3507,,,,,,,,
,11:00,7511,3830,3681,,,,,,,,
,12:00,7829,3988,3841,,,,,,,,
,13:00,8104,4057,4047,,,,,,,,
,14:00,8510,4268,4242,,,,,,,,
,15:00,9561,4754,4807,,,,,,,,
,16:00,11878,5928,5950,,,,,,,,
,17:00,11743,5713,6030,,,,,,,,
,18:00,9093,4612,4481,,,,,,,,
,19:00,6389,3083,3306,,,,,,,,
,20:00,4505,2194,2311,,,,,,,,
,21:00,3555,1626,1929,,,,,,,,
,22:00,2608,1118,1490,,,,,,,,
,23:00,1850,767,1083,,,,,,,,
,Total,141891,71549,70342,,,,,,,,
Friday 13 January 2017,00:00,1353,464,889,,,,,,,,
,01:00,656,229,427,,,,,,,,
,02:00,411,215,196,,,,,,,,
,03:00,619,421,198,,,,,,,,
,04:00,1307,894,413,,,,,,,,
,05:00,2220,1332,888,,,,,,,,
,06:00,5259,2662,2597,,,,,,,,
,07:00,10510,5455,5055,,,,,,,,
,08:00,9827,5393,4434,,,,,,,,
,09:00,8733,4691,4042,,,,,,,,
,10:00,7626,3975,3651,,,,,,,,
