day,month,time,location,direction,volume
2,2,2300,Example,0,778
2,2,2300,Example,1,1021
3,2,0,Example,0,370
3,2,0,Example,1,687
3,2,100,Example,0,213
3,2,100,Example,1,242
3,2,200,Example,0,192
3,2,200,Example,1,178
3,2,300,Example,0,358
3,2,300,Example,1,211
3,2,400,Example,0,962
3,2,400,Example,1,380
3,2,500,Example,0,1462
3,2,500,Example,1,959
3,2,600,Example,0,3007
3,2,600,Example,1,3179
3,2,700,Example,0,5892
3,2,700,Example,1,5430
3,2,800,Example,0,5991
3,2,800,Example,1,4836
3,2,900,Example,0,4857
3,2,900,Example,1,4629
3,2,1000,Example,0,4257
3,2,1000,Example,1,3899
3,2,1100,Example,0,3979
3,2,1100,Example,1,3763
3,2,1200,Example,0,4214
3,2,1200,Example,1,4173
3,2,1300,Example,0,4248
3,2,1300,Example,1,4401
3,2,1400,Example,0,4434
3,2,1400,Example,1,4338
3,2,1500,Example,0,4850
3,2,1500,Example,1,4933
3,2,1600,Example,0,5879
3,2,1600,Example,1,6310
3,2,1700,Example,0,5879
3,2,1700,Example,1,6310
3,2,1800,Example,0,5149
3,2,1800,Example,1,4605
3,2,1900,Example,0,3439
3,2,1900,Example,1,3509
3,2,2000,Example,0,2354
3,2,2000,Example,1,2508
3,2,2100,Example,0,1858
3,2,2100,Example,1,2138
3,2,2200,Example,0,1330
3,2,2200,Example,1,1621
3,2,2300,Example,0,732
3,2,2300,Example,1,944
4,2,0,Example,0,419
4,2,0,Example,1,693
4,2,100,Example,0,191
4,2,100,Example,1,248
4,2,200,Example,0,198
4,2,200,Example,1,186
4,2,300,Example,0,405
4,2,300,Example,1,215
4,2,400,Example,0,945
4,2,400,Example,1,423
4,2,500,Example,0,1482
4,2,500,Example,1,975
4,2,600,Example,0,3020
4,2,600,Example,1,3229
4,2,700,Example,0,5988
4,2,700,Example,1,5385
4,2,800,Example,0,6037
4,2,800,Example,1,4719
4,2,900,Example,0,4835
4,2,900,Example,1,4539
4,2,1000,Example,0,4254
4,2,1000,Example,1,3848
4,2,1100,Example,0,4006
4,2,1100,Example,1,3790
4,2,1200,Example,0,4239
4,2,1200,Example,1,4203
4,2,1300,Example,0,4279
4,2,1300,Example,1,4344
4,2,1400,Example,0,4417
4,2,1400,Example,1,4458
4,2,1500,Example,0,5049
4,2,1500,Example,1,4941
4,2,1600,Example,0,5939
4,2,1600,Example,1,6294
4,2,1700,Example,0,5968
4,2,1700,Example,1,6062
4,2,1800,Example,0,5254
4,2,1800,Example,1,4813
4,2,1900,Example,0,3652
4,2,1900,Example,1,3849
4,2,2000,Example,0,2557
4,2,2000,Example,1,2733
4,2,2100,Example,0,2068
4,2,2100,Example,1,2453
4,2,2200,Example,0,1388
4,2,2200,Example,1,1909
4,2,2300,Example,0,841
4,2,2300,Example,1,1144
5,2,0,Example,0,387
5,2,0,Example,1,784
5,2,100,Example,0,210
5,2,100,Example,1,334
5,2,200,Example,0,206
5,2,200,Example,1,195
5,2,300,Example,0,475
5,2,300,Example,1,233
5,2,400,Example,0,1044
5,2,400,Example,1,453
5,2,500,Example,0,1475
5,2,500,Example,1,1045
5,2,600,Example,0,2938
5,2,600,Example,1,3171
5,2,700,Example,0,6061
5,2,700,Example,1,5190
5,2,800,Example,0,5800
5,2,800,Example,1,4782
5,2,900,Example,0,4762
5,2,900,Example,1,4485
5,2,1000,Example,0,4325
5,2,1000,Example,1,4028
5,2,1100,Example,0,4339
5,2,1100,Example,1,4220
5,2,1200,Example,0,4751
5,2,1200,Example,1,4772
5,2,1300,Example,0,5085
5,2,1300,Example,1,5122
5,2,1400,Example,0,5368
5,2,1400,Example,1,5600
5,2,1500,Example,0,5858
5,2,1500,Example,1,5471
5,2,1600,Example,0,6527
5,2,1600,Example,1,6178
5,2,1700,Example,0,5766
5,2,1700,Example,1,5935
5,2,1800,Example,0,4794
5,2,1800,Example,1,4227
5,2,1900,Example,0,3633
5,2,1900,Example,1,3769
5,2,2000,Example,0,2595
5,2,2000,Example,1,2751
5,2,2100,Example,0,1822
5,2,2100,Example,1,2147
5,2,2200,Example,0,1254
5,2,2200,Example,1,1913
5,2,2300,Example,0,946
5,2,2300,Example,1,1278
6,2,0,Example,0,553
6,2,0,Example,1,1027
6,2,100,Example,0,373
6,2,100,Example,1,399
6,2,200,Example,0,273
6,2,200,Example,1,274
6,2,300,Example,0,458
6,2,300,Example,1,272
6,2,400,Example,0,1087
6,2,400,Example,1,448
6,2,500,Example,0,1055
6,2,500,Example,1,682
6,2,600,Example,0,1288
6,2,600,Example,1,1123
6,2,700,Example,0,1938
6,2,700,Example,1,1684
6,2,800,Example,0,2501
6,2,800,Example,1,2446
6,2,900,Example,0,3718
6,2,900,Example,1,3128
6,2,1000,Example,0,4112
6,2,1000,Example,1,3669
6,2,1100,Example,0,4548
6,2,1100,Example,1,4347
6,2,1200,Example,0,4821
6,2,1200,Example,1,5136
6,2,1300,Example,0,4960
6,2,1300,Example,1,5281
6,2,1400,Example,0,4807
6,2,1400,Example,1,5031
6,2,1500,Example,0,4529
6,2,1500,Example,1,4525
6,2,1600,Example,0,4306
6,2,1600,Example,1,4382
6,2,1700,Example,0,4191
6,2,1700,Example,1,4214
6,2,1800,Example,0,3637
6,2,1800,Example,1,3609
6,2,1900,Example,0,2771
6,2,1900,Example,1,2694
6,2,2000,Example,0,1805
6,2,2000,Example,1,2121
6,2,2100,Example,0,1204
6,2,2100,Example,1,1424
6,2,2200,Example,0,988
6,2,2200,Example,1,1105
6,2,2300,Example,0,792
6,2,2300,Example,1,1097
7,2,0,Example,0,538
7,2,0,Example,1,806
7,2,100,Example,0,409
7,2,100,Example,1,481
7,2,200,Example,0,308
7,2,200,Example,1,326
7,2,300,Example,0,435
7,2,300,Example,1,222
7,2,400,Example,0,960
7,2,400,Example,1,344
7,2,500,Example,0,718
7,2,500,Example,1,556
